lon,lat,class,class_name,flood_shock,recovery_ratio,permanence,soil_drainage,elevation,slope,flood_duration,ndvi_anomaly,cosine_distance,class_fig4
-95.6340476561604,40.55830694294734,0,Unaffected,0.0999985858798027,0.4451163113117218,0.0554875843226909,8.79120922088623,279.7775573730469,0.7939698696136475,0.0,-0.0558453798294067,,
-95.6667045425054,40.61843843660081,0,Unaffected,0.091738075017929,-0.3783122599124908,0.1264437139034271,10.699999809265137,307.6407165527344,15.918378829956056,0.0,0.0004068613052368,,
-95.63668998538353,40.593037482304695,0,Unaffected,0.0497465059161186,0.6059255003929138,0.0196038279682397,9.899999618530272,287.46209716796875,9.758118629455566,0.0,0.047343224287033,,
-95.6083086990622,40.558222606933306,0,Unaffected,0.056701373308897,-0.2279876917600631,0.0696285888552665,9.600000381469728,305.414794921875,7.15697717666626,0.0,-0.0637937188148498,,
-95.60371356028725,40.60830821615016,0,Unaffected,0.060176033526659,0.355770468711853,0.0387671776115894,8.300000190734863,316.681884765625,9.094825744628906,0.0,0.0080824792385101,,
-95.63279581311114,40.574873455598485,0,Unaffected,0.0458578318357467,-0.0565271712839603,0.0484500452876091,9.800000190734863,308.6239624023437,44.06706237792969,0.0,-0.0082709193229675,,
-95.61731025635304,40.563756023874426,0,Unaffected,0.0510147325694561,0.4293677806854248,0.029110649600625,9.600000381469728,320.4683837890625,1.523187518119812,0.0,-0.0005035549402236,,
-95.6149129847739,40.551533587077465,0,Unaffected,0.1761594265699386,0.1197660192847251,0.1550615131855011,9.199999809265137,324.2140197753906,4.960287094116211,0.0,0.0289205089211463,,
-95.63896443125068,40.605690213815045,0,Unaffected,0.0745502114295959,0.191059723496437,0.0603066682815551,10.199999809265137,294.20074462890625,5.731661319732666,0.0,0.0034186542034149,,
-95.62167811807122,40.579148588714204,0,Unaffected,0.0500384792685508,0.526604950428009,0.0236879680305719,8.600000381469727,310.1161193847656,19.064350128173828,0.0,0.0729894936084747,,
-95.6114654459846,40.62204339080809,0,Unaffected,0.0923008695244789,0.350641131401062,0.0599363893270492,10.0,288.74267578125,2.8623158931732178,0.0,-0.0082921087741851,,
-95.638061122977,40.63884469144677,0,Unaffected,0.0930001437664032,0.0815131515264511,0.0854194089770317,11.288711547851562,278.267333984375,0.1728843003511428,0.0,-0.0163536816835403,,
-95.62639127352033,40.57695903774843,0,Unaffected,0.0726674273610115,0.6185404062271118,0.0277196858078241,11.600000381469728,289.0609741210937,11.976295471191406,0.0,0.0244871973991394,,
-95.64960026977204,40.62003707026793,0,Unaffected,0.0787079036235809,0.4889569282531738,0.040223129093647,10.300000190734863,291.6202087402344,1.367687463760376,0.0,0.0074721574783325,,
-95.6443390557632,40.625726088904166,0,Unaffected,0.0544571094214916,0.2228954881429672,0.0423188656568527,10.100000381469728,297.9262390136719,0.8961969017982483,0.0,-0.0525583624839782,,
-95.66465488614956,40.61221218744759,0,Unaffected,0.0725692063570022,0.046607244759798,0.0691869556903839,11.0,301.472412109375,15.890616416931152,0.0,-0.0347291827201843,,
-95.62824022489032,40.57354553464279,0,Unaffected,0.03362288326025,0.0669321417808532,0.0313724316656589,10.210209846496582,319.61334228515625,17.379892349243164,0.0,0.056129515171051,,
-95.68326021967842,40.57319744768508,0,Unaffected,0.8270480632781982,0.7674541473388672,0.1923266053199768,10.399999618530272,275.8399963378906,0.3089500665664673,182.3999938964844,-0.1073662713170051,,
-95.64576546694398,40.638687682236906,0,Unaffected,0.0853331983089447,-1.3099769353866575,0.1971177160739898,10.899999618530272,313.25018310546875,1.127638578414917,0.0,0.0031194984912872,,
-95.61606329602432,40.56039992838079,0,Unaffected,0.0424756556749343,0.4570370316505432,0.0230627078562974,9.090909004211426,321.11376953125,1.4543472528457642,0.0,0.0186120793223381,,
-95.60376614500882,40.59120244269238,0,Unaffected,0.0576618611812591,-0.1078235805034637,0.0638791695237159,8.199999809265137,301.7860107421875,5.4789814949035645,0.0,0.0033167004585266,,
-95.61393153517535,40.56774187679013,0,Unaffected,0.0395049080252647,0.005354416090995,0.0392933823168277,7.800000190734863,313.7740173339844,8.430142402648926,0.0,0.0767796039581298,,
-95.64788885843524,40.57376769865355,1,Fully Resilient,0.5135543346405029,0.8088414072990417,0.0981703102588653,8.800000190734863,274.93017578125,0.0948782637715339,212.8000030517578,-0.1556346863508224,,
-95.62806290785817,40.61335700917141,1,Fully Resilient,0.5555838346481323,0.8867552280426025,0.0629169791936874,20.399999618530277,280.8163146972656,2.4007463455200195,0.0,0.0946416407823562,,
-95.67867829745786,40.557610965109234,1,Fully Resilient,0.7320452332496643,0.9575738310813904,0.0310578737407922,9.399999618530272,275.4240417480469,0.6797175407409668,182.3999938964844,-0.2271115928888321,,
-95.64832334004424,40.564658757542425,1,Fully Resilient,0.3435258865356445,0.8285772800445557,0.0588881447911262,9.109108924865724,278.6175537109375,7.655176639556885,0.0,-0.0088008642196655,,
-95.66531475087852,40.56175484698739,1,Fully Resilient,0.6243969202041626,0.8163632750511169,0.1146622002124786,9.090909004211426,275.165283203125,2.4141790866851807,212.8000030517578,-0.1728326827287674,,
-95.60632403280782,40.61841026615955,1,Fully Resilient,0.2432141005992889,0.8715311884880066,0.0312454272061586,10.389610290527344,287.4903869628906,1.5592029094696045,0.0,0.0066694617271423,,
-95.66513859489784,40.57650158137623,1,Fully Resilient,0.6882955431938171,0.7721223831176758,0.1568471640348434,8.699999809265137,276.985107421875,0.813186526298523,60.79999923706055,0.0036473870277404,,
-95.64931135887936,40.57261816153637,1,Fully Resilient,0.3238581120967865,0.8327041268348694,0.0541801191866397,9.100000381469728,274.4632263183594,3.859969139099121,121.5999984741211,-0.0276259332895278,,
-95.67345951818278,40.61849503429593,1,Fully Resilient,0.7498980760574341,0.9472493529319764,0.0395576208829879,14.600000381469728,277.1489562988281,0.0410634465515613,91.1999969482422,-0.0041724145412445,,
-95.67211547762598,40.579730728571285,1,Fully Resilient,0.5132701992988586,0.9056709408760072,0.0484163016080856,10.399999618530272,274.7729797363281,2.072434425354004,0.0,-0.3070783317089081,,
-95.67771677601397,40.61124358648725,1,Fully Resilient,0.4849655926227569,0.8806108236312866,0.0578996315598487,13.300000190734863,274.9927062988281,2.2407236099243164,152.0,-0.2376450598239898,,
-95.69901104233612,40.56525408332297,1,Fully Resilient,0.7500039339065552,0.7978066802024841,0.1516457796096801,10.5,276.3016052246094,0.5913782119750977,121.5999984741211,0.0072902739048004,,
-95.6986478954302,40.55641796383919,1,Fully Resilient,0.7580195665359497,0.8252930641174316,0.1324312537908554,12.199999809265137,275.4981384277344,0.5634142756462097,182.3999938964844,-0.1550928950309753,,
-95.63076818447098,40.55261284128064,1,Fully Resilient,0.3893634974956512,0.8195253014564514,0.070270262658596,10.899999618530272,277.7258605957031,1.511515736579895,0.0,0.0391237437725067,,
-95.65715549533364,40.58317755614571,1,Fully Resilient,0.6034702062606812,0.9205538630485536,0.0479433797299861,8.79120922088623,276.4874267578125,0.2045227438211441,60.79999923706055,-0.0099074989557266,,
-95.67607685996464,40.55534354970784,1,Fully Resilient,0.8236605525016785,0.7950279712677002,0.1688273549079895,9.300000190734863,275.1716613769531,0.0360657088458538,182.3999938964844,-0.1776922792196273,,
-95.6714106095572,40.59722438864975,1,Fully Resilient,0.478758841753006,0.8612329959869385,0.0664359405636787,12.100000381469728,275.0816345214844,0.0864181071519851,182.3999938964844,-0.3355968594551086,,
-95.63826695341808,40.58038738362462,1,Fully Resilient,0.3593584299087524,0.9361642003059388,0.0229399222880601,9.19080924987793,279.5878601074219,11.933156967163086,0.0,0.0357891917228698,,
-95.6478948344456,40.59112400834447,1,Fully Resilient,0.570793867111206,0.7834600806236267,0.1235996559262275,12.087912559509276,275.6282653808594,0.4375750124454498,152.0,-0.0462187938392162,,
-95.65701277223664,40.56762412535553,1,Fully Resilient,0.635737419128418,0.9482542276382446,0.0328967422246933,9.0,276.025634765625,0.4696279168128967,60.79999923706055,-0.0638103112578392,,
-95.69536113168664,40.62293902970285,1,Fully Resilient,0.4424313604831695,0.9030914902687072,0.0428753606975078,13.613614082336426,275.708984375,0.8793461918830872,0.0,-0.0727374702692031,,
-95.65336094650884,40.6204955573096,1,Fully Resilient,0.3738443553447723,0.8182351589202881,0.0679517686367034,10.5,295.9999389648437,1.4338284730911257,0.0,0.0195188671350479,,
-95.6472514522585,40.59680969005419,1,Fully Resilient,0.1496923416852951,0.8962298035621643,0.0155336027964949,14.300000190734863,277.5562438964844,0.3607415854930877,182.3999938964844,-0.0224558934569358,,
-95.655023592705,40.59746155312834,1,Fully Resilient,0.524807333946228,0.8046895861625671,0.1025003418326377,13.586413383483888,275.5247802734375,0.38877734541893,30.399999618530277,-0.0757227316498756,,
-95.62904391624431,40.63345101291204,1,Fully Resilient,0.3767964541912079,0.7834035158157349,0.0816127806901931,11.800000190734863,280.34161376953125,0.3861640989780426,0.0,0.0462471693754196,,
-95.6084908896136,40.647219662383854,2,Recovering,0.1501221656799316,0.3208123445510864,0.1019611209630966,8.699999809265137,295.2129821777344,7.6898674964904785,0.0,0.0177358388900756,,
-95.63491632438992,40.62986263812992,2,Recovering,0.2038062810897827,0.2597986459732055,0.1508576869964599,9.699999809265137,290.88970947265625,9.332724571228027,0.0,0.0104964971542358,,
-95.60634621161743,40.589523818806086,2,Recovering,0.2233621031045913,0.3666527867317199,0.1414657682180404,8.300000190734863,321.6493835449219,1.524388313293457,0.0,0.0075301453471183,,
-95.64214998679104,40.60646243530586,2,Recovering,0.7292274832725525,0.7437926530838013,0.1868334263563156,18.700000762939453,278.1307373046875,0.1184878870844841,30.399999618530277,-0.0116162672638893,,
-95.61669907539736,40.64089027449612,2,Recovering,0.1956628859043121,0.5687695741653442,0.0843757838010788,8.708708763122559,290.620849609375,0.6329517364501953,0.0,0.0285810679197311,,
-95.62607158921116,40.63553986949846,2,Recovering,0.5090612769126892,0.513899564743042,0.2474549114704132,11.300000190734863,278.4432983398437,0.2038310021162033,60.79999923706055,0.0431466549634933,,
-95.69376601825246,40.59772461436885,2,Recovering,0.7520297169685364,0.7630879878997803,0.1781648695468902,11.899999618530272,276.58721923828125,0.5702723264694214,91.1999969482422,-0.0025965794920921,,
-95.65335965264346,40.6256120258446,2,Recovering,0.1951389908790588,0.6299043893814087,0.072220079600811,11.288711547851562,311.5060729980469,10.088531494140623,0.0,0.0281168222427368,,
-95.62616329377762,40.64987974474378,2,Recovering,0.1139097735285759,0.6072041988372803,0.0447432808578014,13.0,277.4758605957031,6.56141471862793,0.0,-0.0194588601589202,,
-95.63952674807858,40.63174067326994,2,Recovering,0.1519709676504135,0.5827279090881348,0.0634132474660873,9.899999618530272,312.52545166015625,8.769317626953125,0.0,0.0165607929229736,,
-95.63414850616095,40.63263887738121,2,Recovering,0.2017767280340194,0.7319006323814392,0.0540962107479572,9.899999618530272,303.3481750488281,7.725777149200439,0.0,0.0043916255235672,,
-95.66735980039698,40.57770730242842,2,Recovering,0.6829954981803894,0.7513947486877441,0.169796273112297,8.300000190734863,276.95831298828125,0.1873249858617782,60.79999923706055,0.012170486152172,,
-95.69127077279674,40.5546351186065,2,Recovering,0.8327171802520752,0.375945508480072,0.5196608901023865,11.800000190734863,275.1939697265625,0.2275976091623306,182.3999938964844,-0.2072337865829467,,
-95.6763869786751,40.57292477069869,2,Recovering,0.8122043609619141,0.7373661398887634,0.2133123725652694,9.309309005737305,275.7708435058594,0.071745328605175,182.3999938964844,-0.1483761966228485,,
-95.61126142458406,40.59874261663215,2,Recovering,0.1144120693206787,0.2454508692026138,0.0863295271992683,7.400000095367432,325.4228210449219,7.565229892730713,0.0,-0.0128201395273208,,
-95.60094009870066,40.63345962020473,2,Recovering,0.1481561511754989,0.2161253094673156,0.1161358579993248,5.599999904632568,327.2420349121094,2.231192111968994,0.0,0.0004711151123046,,
-95.69683374091068,40.60786917519554,2,Recovering,0.6848353743553162,0.7599255442619324,0.1644115000963211,10.0,276.7956848144531,0.6936430931091309,91.1999969482422,-0.0075858682394027,,
-95.63747057745525,40.56019929252403,2,Recovering,0.2670022249221802,0.3096265196800232,0.1843312531709671,9.309309005737305,278.5733642578125,1.2253559827804563,0.0,0.020340695977211,,
